,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
559448,HCM,20190201,9.8849,9.9065,9.647,9.7131,93960
559756,HCM,20190131,9.8417,9.9498,9.7551,9.8213,295510
560058,HCM,20190130,9.9714,9.9931,9.6037,9.6915,212660
560369,HCM,20190129,9.647,9.9498,9.5172,9.9511,246630
560672,HCM,20190128,9.7984,9.8633,9.6254,9.7131,147050
560978,HCM,20190125,9.8957,9.9931,9.8417,9.8429,160760
561286,HCM,20190124,10.1228,10.1228,9.8525,9.8862,150580
561601,HCM,20190123,9.7768,10.1337,9.6794,10.1025,352790
561908,HCM,20190122,9.5172,9.9498,9.4415,9.7996,379810
562300,HCM,20190121,9.4739,9.5172,9.3009,9.4427,331190
562625,HCM,20190118,9.4307,9.4956,9.3658,9.3886,113300
562916,HCM,20190117,9.3658,9.5172,9.3658,9.4319,121120
563286,HCM,20190116,9.4091,9.4956,9.3225,9.4102,248700
563601,HCM,20190115,9.3009,9.4523,9.2576,9.3021,181910
563892,HCM,20190114,9.5172,9.5388,9.2793,9.3021,148510
564218,HCM,20190111,9.4091,9.5388,9.3658,9.4427,184340
564543,HCM,20190110,9.5172,9.5821,9.3009,9.3021,174450
564840,HCM,20190109,9.7335,9.7335,9.4091,9.5184,246230
565162,HCM,20190108,9.647,9.7768,9.5172,9.6482,96320
565483,HCM,20190107,9.7768,9.7768,9.6254,9.6482,115130
565796,HCM,20190104,9.4956,9.6254,9.1279,9.6049,193000
566075,HCM,20190103,9.9498,9.9714,9.3442,9.4968,369880
566448,HCM,20190102,10.0363,10.3391,9.9931,10.0376,39480
566695,HCM,20181228,10.2526,10.2743,10.058,10.1349,80750
567054,HCM,20181227,10.5987,10.5987,10.2418,10.2539,79160
567355,HCM,20181226,10.3716,10.3716,10.058,10.0592,83380
567665,HCM,20181225,10.058,10.1661,9.8417,10.1349,214460
567952,HCM,20181224,10.7285,10.7717,10.3824,10.3837,82260
568243,HCM,20181221,10.8799,10.9232,10.5987,10.7298,68790
568663,HCM,20181220,10.3824,10.9232,10.3824,10.9245,91430
568891,HCM,20181219,11.0313,11.1178,10.5987,10.6,189050
569224,HCM,20181218,11.1178,11.3558,11.0313,11.0327,260010
569536,HCM,20181217,11.8316,11.8965,11.4639,11.5086,231510
569839,HCM,20181214,12.1128,12.1777,11.983,11.9845,88620
570174,HCM,20181213,12.1344,12.3291,12.1344,12.136,164790
570482,HCM,20181212,12.0479,12.1344,11.8965,12.136,247530
570841,HCM,20181211,12.4156,12.4156,12.0263,12.0711,48260
571136,HCM,20181210,12.4373,12.4373,12.1777,12.2225,136610
571409,HCM,20181207,12.2426,12.567,12.1993,12.4388,296570
571789,HCM,20181206,12.1344,12.3724,12.1128,12.1576,120770
572067,HCM,20181205,12.0047,12.221,11.983,12.1576,159290
572364,HCM,20181204,12.2858,12.2858,12.1344,12.1576,254720
572726,HCM,20181203,12.221,12.221,11.9181,12.136,214230
573019,HCM,20181130,11.8316,11.983,11.7451,11.8115,33580
573304,HCM,20181129,12.0047,12.0695,11.8749,11.8764,98910
573634,HCM,20181128,11.957,11.957,11.7431,11.7469,88600
573990,HCM,20181127,11.8287,11.9784,11.7217,11.7683,47520
574246,HCM,20181126,11.8715,11.8928,11.7645,11.8325,78480
574579,HCM,20181123,11.9784,12.1281,11.8715,11.8753,48960
574890,HCM,20181122,12.342,12.342,12.0854,12.0893,68500
575219,HCM,20181121,11.9784,12.1923,11.8715,12.1962,91960
575551,HCM,20181120,11.7859,12.1281,11.7859,12.1321,107180
575851,HCM,20181119,11.957,12.1709,11.8501,11.8967,144260
576171,HCM,20181116,12.1709,12.1923,11.7859,11.7897,136370
576476,HCM,20181115,12.0854,12.0854,11.6789,11.9823,262940
576813,HCM,20181114,11.957,12.1067,11.7859,12.0893,325130
577054,HCM,20181113,12.0854,12.0854,11.7217,11.9609,106710
577443,HCM,20181112,11.2298,12.0854,11.187,12.0893,149910
577724,HCM,20181109,11.7859,11.7859,11.4864,11.5543,95410
578046,HCM,20181108,11.9784,12.0426,11.7645,11.7897,80360
578355,HCM,20181107,11.9998,12.0212,11.6576,11.7469,178340
578670,HCM,20181106,12.3206,12.3206,11.9998,12.0037,93970
578967,HCM,20181105,12.2993,12.2993,12.064,12.1535,153180
579285,HCM,20181102,11.6789,12.2993,11.6789,12.3032,187060
579598,HCM,20181101,11.7645,11.8715,11.572,11.6613,110670
579903,HCM,20181031,11.5078,11.8501,11.5078,11.7255,199620
580188,HCM,20181030,11.2725,11.6576,11.2725,11.4046,82950
580534,HCM,20181029,11.2511,11.5292,11.1228,11.5115,62390
580818,HCM,20181026,11.8073,11.8928,11.2725,11.2762,183920
581155,HCM,20181025,10.9303,11.5506,10.9303,11.5543,253580
581492,HCM,20181024,11.7645,12.0854,11.6789,11.6827,73250
581756,HCM,20181023,12.1923,12.1923,11.5506,11.9823,318030
582044,HCM,20181022,13.1976,13.2618,12.2137,12.2176,183270
582346,HCM,20181019,13.0693,13.2618,12.9196,13.0521,123750
582676,HCM,20181018,13.5185,13.5185,13.2618,13.2661,79870
582982,HCM,20181017,13.4543,13.6682,13.4329,13.4587,109640
583324,HCM,20181016,13.4329,13.4757,13.2832,13.4373,116200
583616,HCM,20181015,13.5827,13.6682,13.4329,13.4373,112660
583922,HCM,20181012,12.7698,13.6896,12.7698,13.6726,160570
584251,HCM,20181011,13.2618,14.0318,13.2618,13.2661,482720
584571,HCM,20181010,14.6522,14.6522,14.2457,14.2504,114050
584881,HCM,20181009,14.3527,14.4383,14.3099,14.3145,80670
585167,HCM,20181008,14.2244,14.4383,14.2244,14.4429,166490
585512,HCM,20181005,14.8447,14.8447,14.3527,14.3573,117990
585835,HCM,20181004,14.8661,14.9302,14.7805,14.8495,160780
586113,HCM,20181003,14.8447,14.9302,14.7377,14.8495,52150
586449,HCM,20181002,14.6949,14.973,14.588,14.8495,396100
586768,HCM,20181001,14.7591,14.8874,14.588,14.8709,281100
587096,HCM,20180928,14.6735,14.7805,14.3313,14.7639,457730
587419,HCM,20180927,14.3099,14.6308,14.1816,14.5927,328360
587745,HCM,20180926,14.2671,14.3955,14.1602,14.2504,144960
588063,HCM,20180925,14.2244,14.2885,13.9677,14.229,157420
588369,HCM,20180924,14.3313,14.4383,14.0105,14.0792,329110
588706,HCM,20180921,14.4383,14.4383,14.1602,14.3787,258350
589039,HCM,20180920,13.9463,14.4169,13.9035,14.4215,441630
589384,HCM,20180919,13.9035,14.0746,13.9035,13.908,285260
589697,HCM,20180918,13.3474,13.8393,13.2832,13.8438,352530
589975,HCM,20180917,13.4757,13.6682,13.3901,13.4587,127590
590278,HCM,20180914,13.3688,13.6682,13.3688,13.4587,318600
590578,HCM,20180913,13.3474,13.5185,13.326,13.3303,163910
590940,HCM,20180912,13.5827,13.5827,13.326,13.3303,178990
591224,HCM,20180911,13.2404,13.5399,13.1976,13.5015,330180
591576,HCM,20180910,13.1121,13.2832,12.9196,13.2661,190300
591849,HCM,20180907,12.6629,13.1762,12.6629,13.1163,313780
592210,HCM,20180906,12.8126,12.8982,12.6415,12.7312,149610
592516,HCM,20180905,12.8554,12.941,12.6415,12.7312,177170
592820,HCM,20180904,13.1121,13.1762,12.6201,12.8596,268940
593107,HCM,20180831,13.5185,13.604,13.1976,13.2019,183020
593439,HCM,20180830,13.0479,13.5827,13.0479,13.5871,359090
593769,HCM,20180829,13.3046,13.3046,13.0479,13.0521,330450
594060,HCM,20180828,13.4543,13.4543,13.1549,13.2661,599910
594409,HCM,20180827,12.6629,13.219,12.6415,13.1163,449470
594744,HCM,20180824,12.4704,12.7057,12.4062,12.56,265200
595062,HCM,20180823,12.5345,12.6629,12.4276,12.4744,126320
595353,HCM,20180822,12.834,12.834,12.5132,12.5172,338050
595674,HCM,20180821,12.2565,12.6201,12.2565,12.6242,227160
595911,HCM,20180820,12.3634,12.5559,12.1923,12.4744,247280
596298,HCM,20180817,12.4276,12.4704,12.2351,12.239,136060
596518,HCM,20180816,11.8715,12.2565,11.7645,12.1962,477770
596841,HCM,20180815,12.7271,12.834,12.1709,12.1749,432590
597168,HCM,20180814,12.8554,12.9623,12.6201,12.667,359160
597495,HCM,20180813,12.7698,12.9837,12.6415,12.9451,245740
597816,HCM,20180810,12.2565,12.941,12.1281,12.774,351290
598097,HCM,20180809,12.1495,12.4704,12.1067,12.1107,213140
598421,HCM,20180808,11.9356,12.2993,11.8928,12.1535,255200
598770,HCM,20180807,12.0212,12.2993,11.9356,11.9395,248380
599029,HCM,20180806,12.4918,12.4918,12.1495,12.1535,133400
599315,HCM,20180803,12.3634,12.5132,12.3206,12.4958,297320
599660,HCM,20180802,11.8715,12.1923,11.7859,12.1962,197260
600011,HCM,20180801,12.1067,12.4062,11.8501,11.8753,179990
600248,HCM,20180731,11.8928,12.2565,11.8287,12.1107,298910
600629,HCM,20180730,11.6576,11.9784,11.6148,11.9609,319260
600893,HCM,20180727,11.4223,11.7217,11.2939,11.5543,180580
601213,HCM,20180726,10.802,11.2298,10.695,11.2334,299900
601457,HCM,20180725,11.3581,11.6576,10.7164,10.7199,270420
601774,HCM,20180724,11.5506,11.6789,11.2725,11.4474,366080
602135,HCM,20180723,11.6789,12.2351,11.6789,11.6827,371570
602393,HCM,20180720,11.4437,12.1281,11.3795,12.0893,477200
602731,HCM,20180719,11.6362,11.9356,11.4437,11.8753,530940
602991,HCM,20180718,11.1228,11.5292,11.08,11.5329,662190
603334,HCM,20180717,10.6201,11.0372,10.2458,11.0408,411150
603617,HCM,20180716,10.4169,10.6736,10.3742,10.6771,227950
603967,HCM,20180713,10.2672,10.5881,10.1175,10.4417,233650
604259,HCM,20180712,10.0533,10.3742,9.8608,10.0566,308330
604521,HCM,20180711,10.3742,10.5453,10.1068,10.11,353110
604807,HCM,20180710,10.9089,11.2298,10.7164,10.8696,171550
605168,HCM,20180709,11.4437,11.6148,10.8661,10.8696,218650
605403,HCM,20180706,10.2672,11.4437,10.2672,11.4474,565980
605729,HCM,20180705,11.2511,11.2939,10.5132,10.6985,335830
606060,HCM,20180704,10.2672,11.2939,9.8608,11.2976,671080
606356,HCM,20180703,11.2511,11.2725,10.5667,10.5701,445880
606675,HCM,20180702,11.8715,11.9784,11.3581,11.3618,519760
606999,HCM,20180629,13.0265,13.0265,12.1923,12.1962,317400
607230,HCM,20180628,12.8982,13.2618,12.6201,12.7526,343230
607567,HCM,20180627,13.5399,13.6896,13.2618,13.2661,228890
607921,HCM,20180626,12.7271,13.3688,12.7271,13.3731,79460
608176,HCM,20180625,13.4757,13.4757,13.1976,13.2875,109680
608427,HCM,20180622,12.4704,13.1549,12.4704,13.1591,176660
608780,HCM,20180621,13.1762,13.1762,12.834,12.9451,59120
609046,HCM,20180620,13.1549,13.326,12.7271,13.3303,110460
609363,HCM,20180619,13.0479,13.2618,12.4276,12.8382,674590
609712,HCM,20180618,14.3313,14.3313,13.3474,13.3517,482120
609962,HCM,20180615,14.5024,14.6522,14.0532,14.3359,94010
610266,HCM,20180614,14.4169,14.7591,14.4169,14.5071,208390
610553,HCM,20180613,14.5452,14.5452,14.3313,14.5499,71030
610920,HCM,20180612,14.5452,14.5452,14.0105,14.5499,322200
611210,HCM,20180611,14.4383,14.9516,14.2457,14.7853,194250
611584,HCM,20180608,14.5452,14.8661,14.3741,14.7425,182600
611847,HCM,20180607,15.2511,15.2511,14.6094,14.6141,220080
612140,HCM,20180606,14.3313,14.973,14.1174,14.9779,336660
612488,HCM,20180605,14.2244,14.481,14.1816,14.4001,367370
612728,HCM,20180604,13.9035,14.4383,13.7966,14.4215,315000
613085,HCM,20180601,13.5185,14.1174,13.5185,13.908,354520
613361,HCM,20180531,13.2618,14.0105,12.941,13.7154,393800
613666,HCM,20180530,13.2832,13.4757,12.834,13.2661,271060
613986,HCM,20180529,12.4062,13.2618,12.4062,13.2661,307220
614281,HCM,20180528,12.834,13.0479,12.4062,12.4102,415920
614582,HCM,20180525,13.6468,13.8607,13.326,13.3303,156430
614912,HCM,20180524,13.9035,13.9035,13.5613,13.8438,169090
615203,HCM,20180523,13.0479,13.6896,12.834,13.694,380490
615537,HCM,20180522,13.9035,14.0746,13.1549,13.2875,611840
615832,HCM,20180521,14.5452,14.7591,14.1388,14.1434,105220
616093,HCM,20180518,14.8661,14.8661,14.1388,14.7639,254470
616407,HCM,20180517,14.7591,14.973,14.6308,14.9351,187900
616746,HCM,20180516,14.8603,14.965,14.651,14.6573,250220
617008,HCM,20180515,14.5045,15.1743,14.5045,14.9714,285420
617383,HCM,20180514,14.2324,14.6301,14.2324,14.5317,178570
617646,HCM,20180511,14.0231,14.6301,13.8138,14.2385,586410
617985,HCM,20180510,14.651,14.8394,14.044,14.0501,476000
618244,HCM,20180509,15.1743,15.3417,15.0277,15.0342,288040
618552,HCM,20180508,15.4045,15.4463,15.1743,15.1808,202130
618877,HCM,20180507,14.9859,15.4045,14.6929,15.4111,356780
619143,HCM,20180504,15.2789,15.2998,14.8184,14.8877,210640
619476,HCM,20180503,14.8603,15.1952,14.0231,15.118,349610
619815,HCM,20180502,14.8603,15.237,14.7557,14.8667,517140
620107,HCM,20180427,14.6301,15.0277,14.3998,14.9714,370740
620437,HCM,20180426,14.9859,15.1115,13.9185,14.4479,638680
620656,HCM,20180424,15.0696,15.6138,14.965,14.9714,284300
621027,HCM,20180423,17.058,17.058,15.5719,15.5786,496660
621291,HCM,20180420,16.3254,16.7649,16.2208,16.7512,467090
621641,HCM,20180419,16.6603,16.744,16.1161,16.3534,608940
621920,HCM,20180418,17.058,17.2463,16.8696,16.9187,428320
622214,HCM,20180417,17.1626,17.1835,16.8487,17.0653,507810
622538,HCM,20180416,17.058,17.2463,16.744,16.9606,568060
622864,HCM,20180413,17.9998,17.9998,16.9533,17.1491,632520
623143,HCM,20180412,17.6859,17.9789,17.4138,17.7563,462370
623480,HCM,20180411,18.837,18.8579,17.7277,17.7354,761480
623755,HCM,20180410,19.4649,19.4649,18.4184,18.8451,602970
624072,HCM,20180409,18.7533,19.3184,18.6486,19.2639,649140
624382,HCM,20180406,18.7742,19.151,18.5231,18.6357,554220
624673,HCM,20180405,18.5649,19.151,18.5649,18.9289,482140
624974,HCM,20180404,18.6277,18.8161,18.5231,18.6776,336990
625328,HCM,20180403,18.4184,18.7324,18.1254,18.7404,779630
625572,HCM,20180402,16.9324,17.8742,16.8487,17.8819,1408520
625925,HCM,20180330,16.5347,16.7231,16.2417,16.7303,226800
626189,HCM,20180329,15.9905,16.6394,15.9905,16.5209,298070
626528,HCM,20180328,16.1161,16.3254,16.0324,16.0812,336460
626848,HCM,20180327,16.8277,16.9114,16.1161,16.1231,399370
627106,HCM,20180326,16.5138,16.744,16.1789,16.5418,249770
627436,HCM,20180323,16.5347,16.5347,16.1161,16.5209,376300
627721,HCM,20180322,16.9533,17.058,16.5347,16.7094,400960
628070,HCM,20180321,16.5347,17.037,16.5347,16.7722,644360
628399,HCM,20180320,16.5347,16.6394,16.3254,16.5418,142930
628735,HCM,20180319,16.5347,16.9533,16.4719,16.5209,481780
629023,HCM,20180316,16.4719,16.7231,15.9905,16.479,580150
629317,HCM,20180315,16.0742,16.0742,15.6975,15.9765,136740
629608,HCM,20180314,16.0952,16.2835,16.0115,16.0812,255430
629936,HCM,20180313,14.944,15.8022,14.944,15.7671,343260
630254,HCM,20180312,14.944,15.7812,14.9231,14.9505,355610
630557,HCM,20180309,16.0324,16.0324,15.6138,15.6205,298750
630857,HCM,20180308,15.6138,15.8022,15.5091,15.788,204890
631209,HCM,20180307,16.4091,16.4091,15.4882,15.6205,538850
631472,HCM,20180306,15.6975,16.5347,15.4254,16.3324,585280
631791,HCM,20180305,16.9324,16.9533,15.5719,15.5786,656280
632095,HCM,20180302,16.6394,16.7231,16.3673,16.7303,373930
632384,HCM,20180301,16.744,17.4766,16.5347,16.7931,1563010
632706,HCM,20180228,16.2835,16.744,16.2626,16.7512,531210
633027,HCM,20180227,16.8487,16.9742,16.3254,16.4581,294940
633346,HCM,20180226,17.2463,17.4347,16.744,16.7722,794440
633636,HCM,20180223,16.5766,16.7649,16.451,16.7512,158350
633905,HCM,20180222,16.2208,16.744,16.1998,16.5418,164260
634221,HCM,20180221,16.744,17.058,16.5975,16.6465,377440
634521,HCM,20180213,17.2882,17.4138,16.3254,16.7094,299780
634846,HCM,20180212,16.9533,17.3719,16.9533,17.2956,260570
635125,HCM,20180209,15.0696,17.0161,15.0696,16.9606,481760
635430,HCM,20180208,15.5091,16.5347,15.5091,16.1021,371280
635764,HCM,20180207,16.2208,16.3463,15.9068,16.3534,515890
636084,HCM,20180206,15.2789,16.1161,15.0277,15.2855,1044810
636373,HCM,20180205,16.8487,16.8487,15.9696,16.1649,765180
636737,HCM,20180202,17.351,17.351,16.8068,17.17,203070
637005,HCM,20180201,16.8487,17.4766,16.7859,17.17,575000
637320,HCM,20180131,17.4556,17.4975,16.9114,16.9187,355990
637646,HCM,20180130,16.9324,17.9789,16.5975,17.3794,829620
637958,HCM,20180129,15.8649,16.8068,15.8231,16.814,358490
638306,HCM,20180126,14.8603,15.7184,14.5882,15.7252,1156770
638588,HCM,20180125,13.9394,14.6929,13.8975,14.6992,831230
638878,HCM,20180122,13.3952,13.8975,13.3952,13.8826,477210
639181,HCM,20180119,12.7673,13.1859,12.7673,13.1916,497520
639523,HCM,20180118,12.3487,12.7673,12.265,12.7728,709500
639799,HCM,20180117,12.9766,13.0185,12.4534,12.4587,283530
640099,HCM,20180116,13.0813,13.165,12.8092,12.9613,247890
640418,HCM,20180115,12.6417,13.1231,12.558,13.1288,347130
640829,HCM,20180112,12.7673,12.9766,12.5789,12.6681,294650
641082,HCM,20180111,12.8301,12.9766,12.4534,12.8356,601830
641406,HCM,20180110,12.9347,13.165,12.7882,12.8356,282000
641720,HCM,20180109,13.165,13.2906,12.9138,12.9403,244660
642004,HCM,20180108,12.8319,12.9977,12.7697,12.9405,335960
642342,HCM,20180105,13.1428,13.1428,12.749,12.7746,161750
642671,HCM,20180104,12.7282,13.2672,12.7282,13.0857,290370
642921,HCM,20180103,12.3344,12.8526,12.3344,12.8576,298780
643474,HCM,20171229,12.5417,12.7282,12.3344,12.4636,282300
643780,HCM,20171228,12.438,12.5417,12.2929,12.505,277890
644077,HCM,20171227,12.1063,12.438,12.1063,12.3391,237420
644404,HCM,20171226,11.6295,12.2307,11.6295,12.2354,200420
644661,HCM,20171225,11.8161,11.8368,11.6088,11.634,144130
645009,HCM,20171222,12.0027,12.0027,11.7746,11.7792,132380
645274,HCM,20171221,11.7954,12.0234,11.671,12.0073,268810
645567,HCM,20171220,11.2979,11.7539,11.2979,11.6755,226000
645841,HCM,20171219,11.6088,11.7125,11.2979,11.3022,294920
646121,HCM,20171218,10.9869,11.4844,10.9869,11.4059,310690
646468,HCM,20171215,10.9247,11.1735,10.7589,10.9497,406930
646771,HCM,20171214,10.676,10.9454,10.676,10.9289,466380
647099,HCM,20171213,10.9869,10.9869,10.676,10.7423,230750
647382,HCM,20171212,11.0284,11.2357,10.365,10.9289,930520
647656,HCM,20171211,10.9869,11.4015,10.9869,11.0326,229180
647966,HCM,20171208,11.1113,11.4637,10.5723,11.3852,556960
648254,HCM,20171207,11.4015,11.4637,10.9454,11.1156,368050
648590,HCM,20171206,10.8833,11.6295,10.7796,11.5511,610050
648845,HCM,20171205,10.904,11.0906,10.8833,10.9497,666180
649145,HCM,20171204,10.676,10.9247,10.6552,10.9082,465080
649459,HCM,20171201,10.6345,10.8003,10.6345,10.7423,255130
649798,HCM,20171130,10.4065,10.7381,10.4065,10.7216,908570
650059,HCM,20171129,10.1784,10.5101,10.1784,10.5142,395040
650378,HCM,20171128,10.5308,10.5516,10.1992,10.2031,470110
650674,HCM,20171127,10.2614,10.5723,10.2199,10.4312,522360
650949,HCM,20171124,9.9711,10.3235,9.8675,10.2238,463130
651240,HCM,20171123,10.0333,10.1992,9.8675,10.1202,698640
651527,HCM,20171122,9.4529,9.9711,9.4529,9.9128,1090450
651862,HCM,20171121,9.3492,9.6291,9.3078,9.4565,615840
652143,HCM,20171120,9.5151,9.5151,9.2041,9.4151,252400
652450,HCM,20171117,9.6395,9.6395,9.2249,9.3736,370010
652707,HCM,20171116,8.9865,9.4736,8.9761,9.4773,950120
653006,HCM,20171115,8.9761,9.0279,8.8724,8.9796,334210
653310,HCM,20171114,8.9968,9.059,8.8724,8.9796,603760
653595,HCM,20171113,8.5615,9.0176,8.5615,8.9588,541330
653916,HCM,20171110,8.7066,8.7066,8.5615,8.6063,163800
654182,HCM,20171109,8.6651,8.7792,8.6444,8.71,253960
654536,HCM,20171108,8.6548,8.6859,8.5511,8.6374,145740
654804,HCM,20171107,8.52,8.7895,8.5097,8.6685,548400
655094,HCM,20171106,8.4475,8.5408,8.3438,8.5441,129970
655392,HCM,20171103,8.1054,8.3749,8.1054,8.3367,183530
655698,HCM,20171102,8.2609,8.831,8.1054,8.1086,358530
655964,HCM,20171101,8.3127,8.4164,8.2402,8.2641,299000
656236,HCM,20171031,8.292,8.3957,8.2194,8.3367,351250
656537,HCM,20171030,8.3335,8.4786,8.3335,8.4196,518450
656846,HCM,20171027,8.2505,8.4578,8.2194,8.3367,187520
657094,HCM,20171026,8.4786,8.4786,8.1884,8.3159,221930
657400,HCM,20171025,8.2713,8.5511,8.2713,8.4819,335020
657697,HCM,20171024,8.0847,8.292,8.0847,8.2745,298520
658004,HCM,20171023,8.1469,8.6548,8.064,8.15,860200
658301,HCM,20171020,8.9139,8.9554,8.6651,8.6685,565920
658583,HCM,20171019,9.059,9.1005,8.9139,8.9173,228250
658885,HCM,20171018,9.1108,9.173,9.0176,9.021,746020
659105,HCM,20171017,8.9865,9.0176,8.9346,9.021,216480
659456,HCM,20171016,9.0176,9.0176,8.9139,8.9899,400290
659713,HCM,20171013,8.831,9.0176,8.831,8.9796,331600
660058,HCM,20171012,9.0176,9.1005,8.8103,8.8966,453660
660326,HCM,20171011,8.9139,9.0383,8.9139,8.9796,388080
660598,HCM,20171010,8.9139,9.0072,8.7792,8.8655,444260
660915,HCM,20171009,8.6444,9.0797,8.6444,8.9173,755660
661189,HCM,20171006,8.4578,8.5615,8.4578,8.5648,270960
661484,HCM,20171005,8.4993,8.5822,8.4578,8.4611,420860
661757,HCM,20171004,8.3542,8.4682,8.3335,8.4611,200680
662052,HCM,20171003,8.4993,8.4993,8.3127,8.3367,214710
662354,HCM,20171002,8.4578,8.5926,8.4371,8.4611,255680
662649,HCM,20170929,8.4371,8.5408,8.406,8.4819,234060
662915,HCM,20170928,8.4786,8.5615,8.3957,8.5337,317990
663211,HCM,20170927,8.5926,8.5926,8.3957,8.3989,236610
663537,HCM,20170926,8.5511,8.5615,8.3542,8.5648,277880
663818,HCM,20170925,8.5408,8.7066,8.4993,8.5026,218480
664106,HCM,20170922,8.5615,8.634,8.4267,8.5544,314610
664395,HCM,20170921,8.6962,8.717,8.5615,8.5648,590310
664661,HCM,20170920,8.603,8.7273,8.5822,8.6789,297980
664965,HCM,20170919,8.5511,8.7999,8.5511,8.627,538240
665271,HCM,20170918,8.7066,8.7895,8.5408,8.6063,542830
665561,HCM,20170915,8.4993,8.6859,8.3957,8.6892,615210
665824,HCM,20170914,8.1262,8.5408,8.1158,8.4715,1562490
666112,HCM,20170913,7.9603,8.064,7.9085,8.0671,183450
666402,HCM,20170912,7.8359,7.9396,7.8256,7.9116,169090
666700,HCM,20170911,7.9189,7.9603,7.8152,7.839,546930
666999,HCM,20170908,8.1262,8.1469,7.9603,7.9634,611870
667275,HCM,20170907,8.1469,8.2505,8.1158,8.1293,272520
667548,HCM,20170906,8.1573,8.178,8.1054,8.1189,205650
667899,HCM,20170905,8.1469,8.3438,8.0743,8.2123,485460
668128,HCM,20170901,8.0329,8.1884,8.0329,8.1915,486650
668411,HCM,20170831,7.9603,8.0225,7.9396,7.9945,352510
668730,HCM,20170830,7.9707,7.9811,7.8981,7.9219,178670
669047,HCM,20170829,8.0432,8.0847,7.9189,7.9219,368650
669327,HCM,20170828,7.9085,8.0847,7.8359,8.0878,399200
669617,HCM,20170825,7.9396,7.9707,7.8774,7.9116,253270
669908,HCM,20170824,7.9189,8.0329,7.8567,7.9427,403260
670204,HCM,20170823,7.7945,8.0432,7.7945,7.8804,685890
670466,HCM,20170822,8.292,8.3542,7.7738,7.7768,650650
670796,HCM,20170821,8.292,8.4682,8.292,8.2952,215040
